miRNA,GSM1410425,GSM1410426,GSM1410427,GSM1410428,GSM1410429,GSM1410430,GSM1410431,GSM1410432,GSM1410433,GSM1410434,GSM1410435,GSM1410436,GSM1410437,GSM1410438,GSM1410439,GSM1410440,GSM1410441,GSM1410442,GSM1410443,GSM1410444,GSM1410445,GSM1410446,GSM1410447
hsa-miR-5006-5p,0.13,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15
hsa-miR-5008-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-5009-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-500a-3p,11.55,176.83,26.57,168.98,145.53,9.82,161.77,34.0,9.08,128.57,8.86,34.81,11.48,10.69,135.45,7.99,116.37,26.19,139.79,8.92,13.71,127.15,125.33
hsa-miR-500a-5p,0.13,0.12,0.23,0.22,0.74,0.22,0.44,0.81,0.47,0.27,0.24,0.8,0.0,0.7,0.0,0.46,0.68,0.11,0.46,0.23,0.2,0.45,0.9
hsa-miR-500b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.15,0.0
hsa-miR-500b-5p,0.26,0.12,0.68,0.11,0.32,1.12,0.0,0.13,0.0,0.53,0.49,0.11,1.17,0.14,1.17,0.34,0.0,0.53,0.12,0.0,0.0,0.15,0.6
hsa-miR-501-3p,65.53,62.01,49.51,60.05,50.79,42.2,59.28,48.25,33.54,36.05,39.34,34.69,50.59,38.97,87.24,36.86,34.17,34.85,43.01,54.73,60.88,58.6,74.9
hsa-miR-501-5p,0.65,1.09,0.23,0.89,0.74,1.0,0.15,0.27,0.12,0.4,0.12,0.34,0.23,0.0,0.44,0.34,0.11,0.11,0.35,0.68,1.01,0.45,0.9
hsa-miR-5010-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0
hsa-miR-5010-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0
hsa-miR-502-3p,270.16,121.96,196.9,103.35,109.88,185.88,101.18,145.95,200.67,88.41,165.48,190.75,272.98,227.92,116.08,202.22,114.67,174.91,101.29,223.9,207.05,76.14,125.93
hsa-miR-502-5p,0.13,0.12,0.11,0.11,0.53,0.0,0.29,0.13,0.0,0.0,0.0,0.57,0.12,0.14,0.0,0.34,0.11,0.11,0.23,0.11,0.4,0.15,0.15
hsa-miR-503-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-503-5p,0.78,0.36,0.45,0.11,0.53,0.56,2.04,0.27,0.47,0.4,1.82,0.23,0.12,0.28,11.8,0.11,0.34,0.32,0.81,0.23,1.01,0.3,0.3
hsa-miR-504-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0
hsa-miR-504-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.13,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.15
hsa-miR-505-3p,8.3,7.99,5.68,6.47,11.36,10.27,10.37,7.93,9.9,11.8,9.35,13.51,12.88,10.27,10.49,12.32,11.35,10.58,14.11,6.55,6.05,8.77,12.09
hsa-miR-505-5p,7.79,5.45,7.15,5.13,2.73,7.59,8.03,5.24,1.98,3.84,1.58,0.92,2.81,1.97,7.72,2.05,2.27,1.6,3.93,3.95,2.22,7.73,14.17
hsa-miR-508-3p,0.0,0.0,0.0,0.0,0.11,0.11,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-509-3-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-509-3p,0.0,0.0,0.0,0.0,0.0,0.11,0.15,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-5090,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-510-3p,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-511-3p,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.13,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0
hsa-miR-511-5p,0.39,0.73,1.25,0.22,0.32,1.67,0.88,1.08,0.93,0.66,0.36,0.92,0.82,0.42,1.02,0.34,0.23,0.53,0.23,1.24,0.4,0.45,1.34
hsa-miR-512-3p,0.26,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0
hsa-miR-514a-3p,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0
hsa-miR-514b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-516b-5p,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-517b-3p,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-5187-5p,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.28,0.15,0.0,0.0,0.0,0.0,0.11,0.2,0.0,0.0
hsa-miR-5188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-5189-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-5189-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.2,0.0,0.0
hsa-miR-5192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0
hsa-miR-5193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-519b-5p,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-519d-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-520a-3p,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.2,0.0,0.15
hsa-miR-520g-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-523-3p,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-524-3p,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-532-3p,23.1,18.17,18.51,20.31,16.19,13.84,19.13,15.05,10.71,13.39,12.75,13.4,17.45,19.42,26.07,15.41,12.72,10.9,15.61,21.22,18.35,15.76,23.28
hsa-miR-532-5p,26.73,16.11,22.82,14.4,29.02,25.57,32.85,20.02,26.32,27.57,60.34,25.65,25.3,18.15,170.12,16.2,11.92,75.59,30.18,16.25,29.23,21.71,29.84
hsa-miR-539-3p,1.3,1.33,0.91,0.0,0.95,0.67,2.77,0.4,1.51,1.46,0.85,2.4,1.64,1.97,1.02,1.26,0.91,1.39,1.5,0.68,1.01,1.19,0.9
hsa-miR-539-5p,1.69,2.06,1.25,1.67,2.73,2.23,2.19,1.34,0.82,1.72,0.85,1.49,2.11,2.11,1.02,1.26,2.16,2.14,2.54,1.69,0.6,1.49,2.54
hsa-miR-541-3p,0.0,0.0,0.23,0.11,0.21,0.0,0.15,0.0,0.12,0.0,0.0,0.34,0.12,0.0,0.0,0.11,0.0,0.0,0.0,0.11,0.0,0.15,0.3
hsa-miR-541-5p,10.38,10.9,7.84,9.82,11.25,7.48,6.28,8.74,6.87,7.82,5.71,5.38,6.21,5.35,8.59,7.19,5.68,5.45,6.01,8.8,10.08,5.8,8.06
hsa-miR-542-3p,39.32,45.54,33.84,27.01,32.18,19.2,49.35,20.56,25.74,28.23,21.13,44.77,31.62,31.09,31.9,26.7,31.11,25.55,26.02,29.45,32.26,20.97,29.69
hsa-miR-542-5p,0.13,0.24,0.11,0.11,0.11,0.11,0.29,0.13,0.12,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.11,0.23,0.0,0.0,0.15,0.45
hsa-miR-543,192.17,193.18,199.06,136.72,93.37,180.63,238.12,126.87,97.71,113.59,64.35,75.57,162.9,107.77,210.32,99.05,82.76,109.26,128.46,139.15,128.42,186.2,245.14
hsa-miR-544b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0
hsa-miR-545-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-545-5p,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-548a-3p,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.29,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.15
hsa-miR-548a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0
hsa-miR-548aa,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0
hsa-miR-548ab,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-548ac,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0
hsa-miR-548ad-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-548ah-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-548ak,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-548al,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-548am-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-548av-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-548ay-3p,0.13,0.0,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-548ay-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-548az-5p,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-548b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-548b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-548bc,0.13,0.12,0.0,0.0,0.0,0.11,0.15,0.0,0.12,0.4,0.49,0.11,0.23,0.0,0.58,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0
hsa-miR-548c-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-548d-3p,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-548d-5p,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.11,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-548e-3p,0.39,1.09,0.57,0.45,0.63,0.33,1.02,0.67,0.47,0.4,1.21,0.34,0.23,0.28,2.77,0.11,0.23,0.11,0.46,0.23,0.81,0.3,0.6
hsa-miR-548e-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.15
hsa-miR-548f-3p,0.26,0.0,0.45,0.33,0.0,0.0,0.15,0.67,0.35,0.13,0.36,0.11,0.12,0.0,0.73,0.0,0.0,0.0,0.35,0.0,0.2,0.45,0.0
hsa-miR-548h-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-548j-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15
hsa-miR-548j-5p,0.0,0.24,0.23,0.0,0.11,0.89,0.0,0.0,0.12,0.0,0.0,0.11,0.0,0.28,0.29,0.0,0.0,0.0,0.12,0.23,0.0,0.3,0.75
hsa-miR-548k,0.13,0.12,0.68,0.0,0.0,0.56,0.0,0.13,0.23,0.4,0.85,0.34,0.12,0.0,1.17,0.0,0.0,0.0,0.12,0.34,0.2,0.45,0.15
hsa-miR-548l,0.13,0.36,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.12,0.11,0.0,0.0,0.15
hsa-miR-548n,0.39,0.0,0.23,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15
hsa-miR-548o-3p,0.52,0.36,0.45,0.11,0.32,0.22,0.88,0.94,0.47,0.27,0.97,0.46,0.23,0.14,3.93,0.0,0.11,0.11,0.58,0.23,0.0,0.45,0.0
hsa-miR-548q,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-548t-5p,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0
hsa-miR-548u,0.26,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-549a-3p,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-549a-5p,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0
hsa-miR-550a-3-5p,0.0,0.12,0.11,0.0,0.0,0.0,0.15,0.13,0.0,0.0,0.12,0.0,0.12,0.0,0.58,0.0,0.11,0.11,0.35,0.0,0.0,0.0,0.6
hsa-miR-550a-3p,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0
hsa-miR-550a-5p,0.26,0.0,0.23,0.22,0.74,0.45,2.48,0.27,0.35,0.8,2.67,0.34,0.12,0.14,4.22,0.11,0.0,0.11,0.0,0.68,0.81,0.0,0.0
hsa-miR-551a,0.0,0.0,0.0,0.11,0.11,0.33,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-551b-3p,0.26,1.09,0.57,0.78,0.53,0.11,0.58,0.67,0.12,1.19,0.36,0.69,1.17,0.56,1.02,0.46,0.57,0.43,0.46,0.56,0.4,0.59,0.45
hsa-miR-551b-5p,1.82,3.63,1.7,2.79,1.16,1.9,2.19,3.76,1.98,2.25,1.7,2.29,2.93,2.53,2.77,1.48,1.25,1.28,1.85,1.47,2.82,3.57,2.54
hsa-miR-552-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-556-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0
hsa-miR-5581-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.14,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-5587-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15
hsa-miR-561-5p,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.11,0.2,0.0,0.0
hsa-miR-5683,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.0
hsa-miR-5684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-5695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.15
hsa-miR-5698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-5699-3p,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-570-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-5703,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.29,0.0,0.0,0.0,0.12,0.23,0.0,0.0,0.15
hsa-miR-5706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-574-3p,1.82,1.94,2.73,1.34,2.21,2.9,2.34,2.02,1.63,1.46,1.21,1.72,2.81,0.84,2.04,1.26,2.04,2.89,2.2,2.03,1.41,3.12,3.58
hsa-miR-574-5p,3.24,3.27,2.16,2.57,5.15,2.23,2.63,2.69,2.91,1.33,2.06,1.26,1.29,1.69,5.83,2.05,1.36,1.07,2.43,2.03,3.43,1.34,4.48
hsa-miR-576-3p,1.17,0.73,1.36,0.67,1.16,1.0,1.75,1.08,0.23,0.93,3.64,2.4,0.12,0.42,10.2,0.46,0.0,0.86,0.69,0.34,1.01,0.89,1.79
hsa-miR-576-5p,0.0,0.0,0.11,0.0,0.32,0.11,0.0,0.0,0.0,0.0,0.85,0.0,0.23,0.14,3.06,0.0,0.23,0.0,0.23,0.11,0.2,0.15,1.04
hsa-miR-579-3p,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0
hsa-miR-579-5p,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-580-3p,0.0,0.36,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-582-3p,1.3,0.48,1.14,0.89,2.63,0.11,0.58,2.42,0.58,0.4,0.12,1.72,0.35,0.0,0.29,0.23,0.57,0.21,0.69,0.79,0.6,0.45,0.75
hsa-miR-582-5p,1.3,3.03,2.04,1.12,1.68,1.45,2.04,0.81,2.45,1.59,1.21,2.06,1.76,3.38,1.31,1.03,2.27,2.14,2.54,1.69,1.01,1.64,1.04
hsa-miR-584-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-584-5p,5.32,4.48,6.81,2.01,3.36,3.91,6.28,3.23,3.38,3.31,11.05,4.01,2.11,1.13,60.74,1.48,1.02,1.71,7.17,1.02,4.03,4.61,8.65
hsa-miR-589-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-589-5p,1.04,0.24,0.91,1.0,1.89,0.89,0.44,1.88,0.93,0.4,2.55,0.0,0.82,0.42,8.3,0.46,0.45,0.75,1.27,0.45,1.61,0.89,1.34
hsa-miR-590-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.15
hsa-miR-590-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-592,15.44,12.35,14.88,10.94,11.04,11.39,18.54,9.27,12.58,17.63,14.21,15.11,13.47,12.24,15.29,12.55,16.01,14.01,14.92,8.92,8.67,10.86,16.11
hsa-miR-595,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0
hsa-miR-597-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-598-3p,0.0,0.0,0.11,0.33,0.0,0.0,0.29,0.13,0.23,0.0,0.36,0.11,0.12,0.0,1.89,0.0,0.11,0.43,0.46,0.11,0.0,0.3,0.75
hsa-miR-598-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0
hsa-miR-607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15
hsa-miR-6084,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.15
hsa-miR-6085,0.0,0.0,0.23,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.23,0.0,0.0,0.0
