miRNA,GSM3477334,GSM3477335,GSM3477336,GSM3477337,GSM3477338,GSM3477339,GSM3477340,GSM3477341
hsa-miR-941,359.83,288.51,177.93,246.96,203.93,287.05,85.18,135.7
hsa-miR-942-3p,0.55,0.19,0.41,0.24,0.25,0.18,0.0,0.41
hsa-miR-942-5p,6.21,2.6,3.45,3.89,4.65,3.38,7.1,4.32
hsa-miR-943,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0
hsa-miR-95-3p,4.75,10.02,5.52,9.48,5.21,5.07,2.6,3.19
hsa-miR-95-5p,0.37,0.0,0.28,0.73,0.61,0.48,0.0,0.21
hsa-miR-96-3p,2.37,1.11,0.83,1.3,1.11,1.21,1.42,1.13
hsa-miR-96-5p,6.39,10.02,7.31,7.46,4.95,7.24,3.08,4.53
hsa-miR-98-3p,0.0,0.37,0.41,0.32,0.2,0.42,0.24,0.41
hsa-miR-98-5p,21.55,10.58,13.52,16.62,13.49,17.56,13.25,25.82
hsa-miR-9851-3p,0.0,0.0,0.14,0.08,0.05,0.06,0.0,0.0
hsa-miR-9851-5p,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0
hsa-miR-9899,0.0,0.0,0.0,0.16,0.25,0.48,0.0,0.31
hsa-miR-9900,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0
hsa-miR-9901,0.55,0.19,0.14,0.81,0.25,0.48,0.24,0.82
hsa-miR-9903,0.0,0.0,0.0,0.24,0.1,0.24,0.0,0.0
hsa-miR-9983-3p,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0
hsa-miR-99a-3p,2.92,2.6,5.52,3.08,3.44,5.73,3.31,3.6
hsa-miR-99a-5p,27.4,36.92,22.9,19.61,10.92,17.13,3.31,4.32
hsa-miR-99b-3p,23.01,19.3,19.17,30.23,15.87,23.29,23.66,28.4
hsa-miR-99b-5p,155.07,345.84,296.41,232.13,165.32,199.94,62.94,79.32
hsa-mir-10523-5p,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-10527-5p,0.18,0.56,0.14,0.16,0.3,0.3,0.24,0.21
hsa-mir-107-3p,1.28,1.48,1.93,2.67,1.57,1.99,2.84,2.78
hsa-mir-11401-5p,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0
hsa-mir-1181-5p,0.0,0.0,0.14,0.16,0.15,0.06,0.47,0.41
hsa-mir-1182-3p,0.0,0.19,0.0,0.0,0.15,0.0,0.0,0.0
hsa-mir-1200-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0
hsa-mir-12114-5p,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.1
hsa-mir-12116-5p,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0
hsa-mir-12121-5p,0.0,0.0,0.0,0.0,0.1,0.3,0.0,0.0
hsa-mir-12127-3p,0.0,0.0,0.14,0.16,0.0,0.06,0.0,0.0
hsa-mir-12136-5p,0.18,0.19,0.55,0.16,0.4,0.3,0.95,0.93
hsa-mir-1234-3p,0.0,0.0,0.0,0.0,0.05,0.06,0.0,0.0
hsa-mir-1237-3p,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.1
hsa-mir-1244-1-3p,0.0,0.19,0.0,0.0,0.2,0.0,0.0,0.0
hsa-mir-1244-2-3p,0.0,0.0,0.28,0.0,0.0,0.24,0.0,0.0
hsa-mir-1244-3-3p,0.37,0.0,0.0,0.0,0.1,0.0,0.0,0.0
hsa-mir-1244-4-3p,0.18,0.19,0.0,0.0,0.05,0.0,0.24,0.0
hsa-mir-1253-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21
hsa-mir-1255a-5p,8.58,8.72,8.28,16.94,9.05,8.33,35.02,24.69
hsa-mir-1256-5p,0.37,1.67,0.14,1.95,0.3,0.3,0.71,0.0
hsa-mir-1258-3p,0.0,0.0,0.0,0.24,0.05,0.18,0.0,0.0
hsa-mir-1268a-5p,0.37,0.0,0.0,0.08,0.0,0.18,0.24,0.21
hsa-mir-1269a-3p,0.91,0.19,0.28,0.65,0.96,0.66,0.24,0.0
hsa-mir-1273c-5p,6.94,2.23,2.76,3.89,4.6,1.69,4.26,1.44
hsa-mir-1276-5p,0.0,0.0,0.14,0.16,0.0,0.18,0.0,0.1
hsa-mir-1278-3p,0.0,0.19,0.0,0.08,0.0,0.06,0.0,0.1
hsa-mir-1281-3p,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0
hsa-mir-1284-5p,0.0,0.0,0.0,0.16,0.0,0.06,0.0,0.0
hsa-mir-1285-2-3p,0.0,0.0,0.0,0.08,0.05,0.12,0.0,0.21
hsa-mir-1286-3p,0.55,0.37,0.28,0.41,0.1,0.18,0.24,0.31
hsa-mir-1289-1-3p,0.37,0.0,0.0,0.16,0.05,0.0,0.0,0.0
hsa-mir-1291-5p,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0
hsa-mir-1293-5p,0.0,0.0,0.0,0.08,0.0,0.24,0.0,0.21
hsa-mir-1294-5p,0.0,0.0,0.0,0.08,0.05,0.0,0.0,0.0
hsa-mir-1302-3-3p,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0
hsa-mir-1302-9-3p,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0
hsa-mir-1303-3p,1.64,0.56,0.83,1.46,1.36,1.45,1.89,1.75
hsa-mir-1305-3p,0.73,0.19,1.1,2.03,1.01,0.84,0.0,0.1
hsa-mir-153-1-3p,0.0,0.0,0.0,0.24,0.1,0.18,0.0,0.0
hsa-mir-1843-5p,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.21
hsa-mir-1913-3p,0.37,0.0,0.0,0.0,0.1,0.3,0.24,0.31
hsa-mir-194-1-5p,0.0,0.19,0.0,0.16,0.0,0.06,0.0,0.1
hsa-mir-1972-1-3p,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0
hsa-mir-1972-2-3p,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.1
hsa-mir-1976-3p,0.0,0.0,0.14,0.08,0.0,0.0,0.0,0.0
hsa-mir-2110-5p,2.92,0.93,1.66,1.62,2.63,2.96,2.13,2.16
hsa-mir-2278-5p,0.0,0.0,0.14,0.08,0.0,0.0,0.24,0.0
hsa-mir-298-5p,0.0,0.0,0.0,0.16,0.05,0.12,0.0,0.0
hsa-mir-3116-1-3p,0.0,0.0,0.0,0.24,0.05,0.06,0.0,0.0
hsa-mir-3132-5p,0.0,0.0,0.0,0.24,0.2,0.0,0.0,0.0
hsa-mir-3133-5p,1.1,1.3,0.97,1.7,0.96,0.66,0.71,0.21
hsa-mir-3135a-5p,0.37,0.0,0.14,0.08,0.05,0.36,0.0,0.62
hsa-mir-3135b-5p,0.0,0.0,0.0,0.0,0.1,0.12,0.71,0.1
hsa-mir-3138-3p,0.0,0.0,0.14,0.0,0.0,0.12,0.0,0.0
hsa-mir-3143-5p,0.91,1.3,0.55,0.73,0.4,0.3,0.24,0.31
hsa-mir-3146-3p,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0
hsa-mir-3153-3p,0.0,0.0,0.14,0.0,0.05,0.0,0.0,0.0
hsa-mir-3155a-3p,0.91,0.74,0.97,2.19,1.72,1.09,1.18,1.54
hsa-mir-3159-5p,4.2,3.53,3.17,2.92,3.44,3.44,2.6,1.23
hsa-mir-3165-5p,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0
hsa-mir-3170-5p,0.0,0.19,0.0,0.08,0.0,0.12,0.0,0.0
hsa-mir-3174-5p,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0
hsa-mir-3175-5p,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.1
hsa-mir-3179-1-3p,0.0,0.37,0.0,0.08,0.0,0.0,0.71,0.0
hsa-mir-3179-2-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.1
hsa-mir-3179-3-3p,0.55,0.37,0.0,0.49,0.0,0.06,0.0,0.31
hsa-mir-3179-4-3p,0.37,0.37,0.14,0.65,0.25,0.06,0.47,0.0
hsa-mir-3181-5p,0.0,0.0,0.14,0.0,0.05,0.0,0.0,0.1
hsa-mir-3183-5p,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0
hsa-mir-3193-5p,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.1
hsa-mir-3195-5p,0.18,0.0,0.0,0.0,0.0,0.12,0.24,0.0
hsa-mir-3197-5p,0.18,0.0,0.28,0.0,0.0,0.0,0.0,0.0
hsa-mir-3198-1-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
hsa-mir-3199-1-5p,0.0,0.19,0.0,0.0,0.05,0.12,0.0,0.0
hsa-mir-3199-2-5p,0.0,0.0,0.0,0.24,0.1,0.0,0.0,0.1
hsa-mir-326-3p,0.0,0.56,0.28,0.73,0.15,0.42,0.47,0.41
hsa-mir-346-5p,1.1,0.0,0.41,0.32,0.66,0.48,0.71,0.51
hsa-mir-3611-3p,0.73,0.93,1.66,0.89,0.66,1.15,0.71,0.82
hsa-mir-3615-3p,0.18,0.0,0.14,0.0,0.15,0.06,0.0,0.21
hsa-mir-3618-3p,0.55,0.0,0.0,0.0,0.15,0.12,0.0,0.0
hsa-mir-3648-1-5p,0.73,0.19,1.1,1.13,0.56,0.54,1.18,0.93
hsa-mir-3648-2-5p,0.18,1.11,0.83,0.81,0.71,0.84,1.89,0.72
hsa-mir-3654-3p,0.73,0.74,1.1,0.81,0.86,1.15,0.24,1.03
hsa-mir-3655-5p,0.18,0.0,0.0,0.08,0.0,0.0,0.0,0.0
hsa-mir-3657-3p,0.0,0.0,0.41,0.24,0.1,0.12,0.0,0.1
hsa-mir-3658-5p,1.46,0.56,0.97,1.86,1.31,0.6,3.79,2.78
hsa-mir-3685-5p,0.18,0.0,0.0,0.0,0.05,0.06,0.0,0.0
hsa-mir-378c-5p,0.18,0.0,0.0,0.08,0.0,0.0,0.0,0.0
hsa-mir-3908-5p,0.0,0.37,0.0,0.32,0.05,0.18,0.24,0.93
hsa-mir-3909-3p,0.18,0.0,0.14,0.16,0.15,0.06,0.0,0.1
hsa-mir-3911-5p,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1
hsa-mir-3916-5p,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0
hsa-mir-3917-3p,0.18,0.37,0.14,0.32,0.15,0.3,0.71,0.93
hsa-mir-3918-5p,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0
hsa-mir-3919-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
hsa-mir-3929-3p,0.18,0.0,0.14,0.16,0.66,0.18,0.0,0.21
hsa-mir-3936-3p,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0
hsa-mir-3937-3p,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0
hsa-mir-3938-3p,0.0,0.0,0.0,0.08,0.1,0.0,0.0,0.1
hsa-mir-3939-3p,0.55,0.19,0.28,0.49,0.45,0.18,0.24,0.1
hsa-mir-3941-3p,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.1
hsa-mir-3943-5p,0.18,0.0,0.0,0.16,0.0,0.06,0.24,0.0
hsa-mir-3945-5p,0.0,0.0,0.28,0.16,0.05,0.0,0.0,0.1
hsa-mir-421-3p,0.91,2.04,0.69,2.19,1.72,1.57,0.95,0.93
hsa-mir-422a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
hsa-mir-4254-3p,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0
hsa-mir-4266-3p,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0
hsa-mir-4313-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
hsa-mir-4315-1-5p,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0
hsa-mir-4315-2-5p,0.0,0.0,0.0,0.08,0.05,0.0,0.0,0.0
hsa-mir-4424-5p,0.73,0.0,0.55,1.46,1.11,1.75,0.0,0.62
hsa-mir-4426-5p,1.28,1.3,2.21,1.38,0.96,1.75,0.95,0.93
hsa-mir-4430-5p,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0
hsa-mir-4451-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0
hsa-mir-4452-3p,0.18,0.19,0.28,0.32,0.05,0.0,0.47,0.21
hsa-mir-4457-3p,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0
hsa-mir-4467-5p,0.37,0.37,0.41,0.24,0.51,0.18,0.95,0.21
hsa-mir-4470-3p,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-4472-2-5p,0.37,0.56,0.28,0.32,0.25,0.24,0.24,0.21
hsa-mir-4473-3p,0.73,1.48,0.97,1.05,0.45,0.42,0.0,0.1
hsa-mir-4479-3p,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0
hsa-mir-4489-5p,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.1
hsa-mir-4501-5p,0.0,0.0,0.0,0.08,0.05,0.0,0.0,0.0
hsa-mir-4502-3p,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.1
hsa-mir-4504-3p,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0
hsa-mir-4511-5p,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-4512-3p,0.0,0.0,0.0,0.32,0.15,0.0,0.0,0.0
hsa-mir-4519-5p,0.0,0.0,0.0,0.0,0.05,0.12,0.0,0.0
hsa-mir-4521-5p,1.64,0.56,2.48,0.24,1.01,0.78,0.95,1.03
hsa-mir-4523-5p,0.91,0.93,0.41,0.24,0.45,0.48,0.24,0.31
hsa-mir-4525-5p,0.37,1.86,0.41,0.97,0.51,1.15,1.66,0.62
hsa-mir-4533-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
hsa-mir-4537-5p,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0
hsa-mir-4538-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0
hsa-mir-4643-3p,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.1
hsa-mir-4644-3p,0.0,0.0,0.0,0.08,0.0,0.0,0.24,0.1
hsa-mir-4672-3p,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0
hsa-mir-4683-3p,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0
hsa-mir-4706-5p,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0
hsa-mir-4737-5p,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0
hsa-mir-4741-3p,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0
hsa-mir-4751-5p,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0
hsa-mir-4765-3p,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0
hsa-mir-4771-1-3p,0.0,0.0,0.0,0.32,0.05,0.12,0.0,0.1
hsa-mir-4771-2-3p,0.0,0.0,0.41,0.0,0.05,0.0,0.0,0.0
hsa-mir-4775-5p,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0
hsa-mir-4779-3p,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0
hsa-mir-4784-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0
hsa-mir-4785-3p,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.1
hsa-mir-4794-5p,0.0,0.0,0.14,0.08,0.05,0.12,0.0,0.0
hsa-mir-5094-5p,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0
hsa-mir-5186-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
hsa-mir-548ac-3p,0.0,0.37,0.14,0.16,0.0,0.12,0.71,0.1
hsa-mir-548ag-2-5p,0.55,1.11,1.1,1.3,0.96,1.27,0.24,0.51
hsa-mir-548an-5p,0.0,0.37,0.0,0.08,0.2,0.18,0.0,0.0
hsa-mir-548f-4-3p,0.0,0.0,0.14,0.08,0.05,0.0,0.0,0.0
hsa-mir-548h-2-5p,0.0,0.19,0.41,0.0,0.0,0.0,0.0,0.0
hsa-mir-548h-3-5p,0.73,0.0,0.14,1.78,0.56,0.0,0.0,0.0
hsa-mir-548k-5p,0.37,0.0,0.28,0.16,0.05,0.06,0.0,0.0
hsa-mir-548l-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
hsa-mir-548n-5p,0.0,0.0,0.14,0.0,0.0,0.06,0.0,0.0
hsa-mir-548o-3p,0.0,0.19,0.14,0.08,0.15,0.18,0.0,0.0
hsa-mir-548p-3p,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0
hsa-mir-548s-3p,0.0,0.0,0.14,0.0,0.05,0.0,0.0,0.1
hsa-mir-548u-3p,0.0,0.0,0.0,0.0,0.05,0.06,0.0,0.0
hsa-mir-548v-3p,0.18,0.19,0.14,0.65,0.45,0.06,0.0,0.1
hsa-mir-548x-2-3p,0.0,0.0,0.0,0.0,0.05,0.06,0.0,0.0
hsa-mir-548y-5p,0.55,1.11,0.69,1.22,0.56,0.78,0.24,0.41
hsa-mir-551a-3p,0.73,0.0,0.55,0.41,0.56,0.54,1.18,1.34
hsa-mir-555-3p,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0
hsa-mir-558-3p,0.0,0.0,0.0,0.16,0.05,0.0,0.0,0.41
hsa-mir-5682-3p,0.0,0.19,0.0,0.81,0.15,0.3,0.24,0.21
hsa-mir-5684-5p,0.0,0.0,0.0,0.08,0.05,0.12,0.47,0.41
hsa-mir-5685-5p,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0
hsa-mir-5690-5p,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0
hsa-mir-5692c-2-3p,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.1
hsa-mir-5695-3p,0.0,0.19,0.14,0.0,0.05,0.06,0.24,0.0
hsa-mir-5696-5p,0.0,0.19,0.0,0.41,0.2,0.36,0.24,0.21
hsa-mir-5697-5p,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0
hsa-mir-5698-5p,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0
hsa-mir-5708-5p,0.0,0.0,0.0,0.16,0.05,0.0,0.0,0.0
hsa-mir-573-5p,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0
hsa-mir-577-5p,1.83,4.64,3.45,8.02,2.73,2.9,4.97,6.38
hsa-mir-578-3p,0.37,0.19,0.83,1.46,0.45,0.18,0.24,0.41
hsa-mir-588-5p,0.0,0.19,0.14,0.08,0.05,0.06,0.24,0.0
hsa-mir-599-3p,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0
hsa-mir-600-3p,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0
hsa-mir-6069-5p,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0
hsa-mir-607-3p,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0
hsa-mir-6084-3p,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0
hsa-mir-6086-5p,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0
hsa-mir-611-3p,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-6127-5p,0.0,0.19,0.28,0.24,0.1,0.78,0.95,0.31
hsa-mir-6132-5p,0.18,0.0,0.28,0.16,0.45,0.66,0.47,0.1
hsa-mir-617-5p,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0
hsa-mir-636-3p,0.0,0.0,0.14,0.24,0.3,0.24,0.47,0.1
hsa-mir-639-3p,0.18,0.0,0.0,0.0,0.0,0.0,0.24,0.0
hsa-mir-641-5p,2.56,6.12,3.31,9.56,6.27,6.64,4.02,6.69
hsa-mir-643-3p,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0
hsa-mir-650-5p,0.0,0.19,0.0,0.16,0.0,0.06,0.0,0.0
hsa-mir-662-3p,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0
hsa-mir-663a-5p,0.73,0.0,0.69,0.08,0.51,0.3,0.71,0.62
hsa-mir-6721-5p,0.0,0.19,0.28,0.16,0.2,0.36,0.47,0.41
hsa-mir-6724-1-5p,0.37,0.0,0.55,0.32,0.3,0.12,0.0,0.1
hsa-mir-6724-2-5p,0.37,0.19,0.0,0.0,0.2,0.24,0.0,0.0
hsa-mir-6724-3-5p,0.73,0.0,0.14,0.16,0.1,0.06,0.24,0.31
hsa-mir-6724-4-5p,0.18,0.0,0.14,0.0,0.1,0.0,0.47,0.0
hsa-mir-6786-3p,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0
hsa-mir-6844-3p,0.0,0.0,0.0,0.08,0.2,0.0,0.0,0.0
hsa-mir-7-3-5p,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0
hsa-mir-718-3p,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.1
hsa-mir-760-3p,0.55,0.0,0.41,0.24,0.05,0.0,0.0,0.1
hsa-mir-7705-5p,0.0,0.19,0.0,0.32,0.15,0.42,0.0,0.0
hsa-mir-7845-5p,0.0,0.0,0.0,0.08,0.1,0.18,0.0,0.1
hsa-mir-7851-3p,0.18,0.37,0.28,0.16,0.05,0.42,0.24,0.41
hsa-mir-7854-3p,0.0,0.19,0.14,0.08,0.05,0.0,0.0,0.0
hsa-mir-7976-5p,0.37,0.0,0.14,0.16,0.1,0.06,0.0,0.0
hsa-mir-8065-3p,0.18,0.19,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-8072-5p,0.0,0.19,0.0,0.16,0.25,0.18,0.0,0.1
hsa-mir-8077-3p,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0
hsa-mir-8078-3p,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.21
hsa-mir-8086-5p,3.11,0.56,1.52,1.54,1.52,2.11,1.18,1.75
hsa-mir-8089-3p,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0
hsa-mir-8485-3p,0.0,0.19,0.28,0.0,0.0,0.06,0.0,0.1
hsa-mir-922-3p,0.18,0.0,0.0,0.08,0.0,0.0,0.0,0.0
hsa-mir-934-5p,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0
hsa-mir-935-3p,0.73,0.0,1.79,0.57,1.01,0.66,1.18,0.93
hsa-mir-940-3p,2.56,0.56,1.52,2.11,1.82,2.29,0.24,1.23
hsa-mir-941-1-3p,0.18,0.0,0.41,0.32,0.35,0.84,0.71,0.51
hsa-mir-941-2-3p,0.18,0.37,0.0,0.81,0.2,0.48,0.0,0.41
hsa-mir-941-3-3p,0.18,0.56,1.1,0.24,0.4,0.06,0.47,0.1
hsa-mir-941-4-3p,0.18,0.0,0.28,0.49,0.15,0.06,0.0,0.0
hsa-mir-941-5-3p,0.18,0.0,0.41,0.32,0.3,0.24,0.0,0.72
hsa-mir-943-3p,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0
hsa-mir-9899-3p,0.0,0.0,0.0,0.0,0.05,0.0,0.47,0.0
hsa-mir-9900-3p,0.18,0.0,0.0,0.08,0.05,0.0,0.0,0.0
hsa-mir-9902-1-5p,0.0,0.0,0.0,0.16,0.3,0.06,0.0,0.0
hsa-mir-9902-2-5p,0.0,0.0,0.28,0.08,0.05,0.48,0.0,0.0
hsa-mir-9903-3p,0.0,0.0,0.14,0.0,0.1,0.0,0.0,0.0
