miRNA,GSM6675021,GSM6675015,GSM6675018,GSM6675019,GSM6675020,GSM6675017,GSM6675014,GSM6675004,GSM6675016,GSM6675011,GSM6675013,GSM6675012,GSM6675008,GSM6675010,GSM6675009,GSM6675007,GSM6675006,GSM6675005,GSM6675001,GSM6675000,GSM6675003,GSM6675002,GSM6674997,GSM6674999,GSM6674996,GSM6674993,GSM6674998,GSM6674995,GSM6674994,GSM6674985,GSM6674988,GSM6674989,GSM6674992,GSM6674991,GSM6674990,GSM6674986,GSM6674987,GSM6674984,GSM6674983,GSM6674982
hsa-miR-1226-3p,0.43,0.21,0.38,0.87,0.44,0.38,2.45,0.45,0.46,0.0,0.0,0.0,1.89,0.57,0.64,0.22,0.27,1.39,1.77,0.94,1.29,0.71,0.0,2.57,0.47,0.63,0.25,0.0,0.0,0.56,0.62,0.83,0.91,0.0,0.68,0.59,1.87,0.0,0.0,0.15
hsa-miR-1226-5p,0.14,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.15
hsa-miR-1227-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1228-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1228-5p,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1229-3p,0.0,0.21,0.19,0.29,0.22,0.38,0.16,0.0,0.0,0.0,0.29,0.48,0.2,0.38,1.07,0.0,0.0,0.0,0.48,0.42,0.0,0.0,0.37,0.18,0.0,0.16,0.25,0.0,0.0,0.0,0.21,0.0,0.3,0.0,0.17,0.0,0.0,0.98,0.2,0.0
hsa-miR-1229-5p,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1233-3p,0.0,0.21,0.0,0.14,0.88,0.0,0.33,0.45,0.0,0.0,0.29,0.0,0.0,0.38,0.21,0.22,0.0,0.0,0.32,0.21,0.37,0.18,0.24,0.92,0.62,0.47,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.83,0.17,1.17,0.0,0.49,0.6,0.15
hsa-miR-1233-5p,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1234-3p,0.0,0.21,0.19,0.14,0.22,0.19,0.16,0.0,0.0,0.0,0.57,0.16,0.5,0.19,0.0,0.43,0.0,0.2,0.16,0.21,0.18,0.18,0.24,0.0,0.16,0.16,0.0,1.53,0.0,0.0,0.21,0.21,0.3,0.0,0.17,0.0,0.0,0.0,0.0,0.0
hsa-miR-1236-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1236-5p,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.43,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.0
hsa-miR-1237-5p,0.0,0.21,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.21,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.73
hsa-miR-124-3p,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.2,0.0
hsa-miR-1244,0.0,0.0,0.0,0.14,0.22,0.38,0.33,0.23,0.23,0.0,0.0,0.0,0.0,0.19,0.0,0.22,0.27,0.4,0.32,0.31,0.0,0.18,0.0,0.0,0.0,0.16,0.25,0.0,0.0,0.19,0.62,0.0,0.0,0.0,0.17,1.17,0.0,0.49,0.0,0.15
hsa-miR-1246,0.0,0.0,0.0,0.0,0.44,0.0,0.16,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0
hsa-miR-1247-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.51,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1248,0.0,0.0,0.19,0.0,0.22,0.19,0.0,0.45,1.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.31,0.0,0.0,0.37,0.0,0.0,0.0,0.25,0.0,0.0,0.56,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29
hsa-miR-1249-3p,0.0,0.0,0.38,0.14,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.16,0.1,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.37,0.18,0.0,0.37,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1250-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1251-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1251-5p,2.15,0.84,0.38,0.29,0.44,0.94,0.65,0.0,0.0,0.63,1.14,0.32,1.29,0.19,0.86,0.22,0.27,0.79,1.44,1.04,0.74,1.43,1.34,0.55,0.31,0.63,1.5,0.51,0.0,0.19,0.41,1.04,0.61,0.0,1.19,0.0,0.0,0.0,0.6,0.15
hsa-miR-1255a,1.29,0.63,0.38,0.14,0.0,0.38,0.98,0.23,0.46,0.32,0.0,0.16,0.4,0.57,0.0,0.0,1.08,0.79,0.0,0.73,0.55,0.71,0.73,0.0,0.94,0.16,0.25,0.51,0.0,0.38,1.03,1.46,0.3,0.0,0.34,0.59,0.94,0.0,0.0,0.58
hsa-miR-1255b-5p,0.0,0.0,0.0,0.14,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.1,0.0,0.0,0.24,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29
hsa-miR-1256,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-125a-3p,12.59,16.03,9.62,17.79,11.84,12.77,16.84,8.34,9.85,15.77,12.01,6.91,18.59,15.9,10.74,7.15,4.88,15.88,18.78,15.32,11.41,14.43,9.88,16.72,13.1,11.76,12.99,8.17,10.46,4.33,17.1,9.58,7.88,17.5,10.73,12.33,10.31,11.72,4.79,6.87
hsa-miR-125a-5p,4637.87,3875.14,3756.19,5234.88,3671.41,2857.49,3349.07,4761.19,2688.02,5509.06,4943.82,2751.83,6781.29,6106.19,5199.03,3367.08,2384.97,4796.12,6438.36,6037.14,6107.17,6831.26,1736.17,5321.46,2115.27,1327.24,5112.76,1554.51,1564.05,850.71,1768.44,1983.28,1059.84,1776.68,1779.18,1681.88,1755.18,1514.09,773.36,1872.22
hsa-miR-125b-1-3p,8.3,6.33,3.46,4.19,12.06,1.13,2.94,2.93,7.79,4.42,4.29,1.13,5.37,5.37,2.58,2.6,4.33,4.17,2.25,1.67,4.05,8.37,0.85,10.66,2.03,8.47,1.75,3.06,3.14,0.56,1.44,4.58,0.91,3.33,1.53,5.87,0.0,1.95,2.59,0.29
hsa-miR-125b-2-3p,18.02,10.55,10.97,13.45,4.16,8.07,11.61,7.89,5.5,11.67,8.58,5.3,12.33,11.88,9.45,4.98,5.15,11.91,13.64,16.68,10.31,8.02,9.63,16.17,14.19,13.33,15.24,3.06,8.37,2.45,13.19,7.5,5.15,6.67,8.34,8.22,3.75,7.81,6.19,7.3
hsa-miR-125b-5p,1036.68,652.36,613.07,687.75,621.18,428.03,411.15,978.31,562.71,943.93,754.17,403.91,1057.02,1311.18,947.78,476.37,364.67,902.98,968.14,1058.97,1128.24,894.33,340.48,944.39,377.83,290.06,732.39,283.75,314.38,106.69,220.87,202.27,151.15,215.84,266.28,317.7,207.1,191.4,158.66,371.52
hsa-miR-126-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-126-5p,0.14,0.21,0.58,0.0,0.88,0.75,0.0,0.45,0.23,0.0,2.86,0.8,0.0,0.19,0.0,0.22,0.0,0.79,0.16,0.42,0.0,0.18,0.24,0.37,0.0,0.0,0.0,0.0,0.0,1.32,0.21,0.0,0.3,0.0,0.17,0.0,0.94,0.49,0.6,0.73
hsa-miR-1260a,0.0,0.21,0.0,0.14,0.0,0.19,0.16,0.0,0.0,0.0,0.0,0.16,0.0,0.38,0.21,0.0,0.0,0.0,0.16,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1260b,31.18,17.3,5.77,17.21,2.85,9.39,15.69,2.26,4.35,8.52,4.86,2.09,15.31,6.9,9.02,2.38,2.44,11.51,11.07,15.95,3.86,8.37,1.95,7.35,4.99,11.13,6.75,2.04,8.37,0.19,7.21,1.67,9.69,5.83,3.58,1.76,1.87,4.39,2.0,1.9
hsa-miR-1262,0.0,0.0,0.0,0.0,0.22,0.0,0.49,0.0,0.46,0.0,0.0,0.32,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.18,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.21,0.21,0.0,0.0,0.34,0.0,0.0,0.0,0.2,0.15
hsa-miR-1266-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1266-5p,2.15,1.05,1.35,1.01,1.1,0.75,3.6,0.23,1.37,1.58,2.0,0.96,2.09,2.11,1.72,0.87,0.81,1.79,1.12,1.77,1.47,2.14,0.98,2.39,1.56,1.1,1.75,1.53,2.09,0.0,3.3,2.08,0.91,1.67,1.02,2.35,2.81,1.46,0.2,0.73
hsa-miR-1268a,0.0,0.42,0.19,1.74,0.22,0.0,0.16,0.0,0.0,0.32,0.0,0.0,0.0,0.96,0.64,0.0,0.27,0.99,0.8,0.0,0.37,0.18,0.24,0.37,0.78,2.04,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.59,0.0,0.0,0.0,0.29
hsa-miR-1268b,0.43,0.0,0.0,0.0,0.0,0.19,1.14,0.0,0.0,0.0,0.29,0.48,1.19,0.19,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.36,0.0,0.0,0.16,0.31,0.5,0.0,1.05,0.0,1.24,0.42,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0
hsa-miR-127-3p,0.72,0.63,0.0,0.43,0.0,0.75,0.82,0.23,0.69,0.63,0.86,0.48,0.2,0.19,0.21,0.43,0.27,0.4,0.32,0.31,0.0,1.07,0.49,0.37,0.62,0.31,0.0,0.0,0.0,0.19,0.0,0.62,0.3,0.0,0.34,0.0,1.87,0.98,0.2,0.73
hsa-miR-127-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0
hsa-miR-1270,0.29,0.21,0.0,0.58,0.22,0.19,0.49,0.0,0.23,0.63,0.57,0.16,0.2,0.19,0.0,1.08,0.27,0.0,0.16,0.1,0.0,0.53,0.49,0.18,0.0,0.16,0.0,0.51,2.62,0.0,0.0,0.62,0.3,0.0,1.87,1.17,0.0,0.49,0.8,0.15
hsa-miR-1271-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1271-5p,1.0,0.21,0.38,1.01,0.88,0.56,0.82,1.8,0.46,0.63,0.86,1.13,1.49,1.34,0.86,0.22,2.17,0.79,0.96,1.67,1.1,3.03,0.0,1.47,0.16,0.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.15
hsa-miR-1273c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.0
hsa-miR-1273h-3p,0.86,1.27,0.96,1.01,1.1,0.56,0.82,0.23,0.23,0.32,0.57,0.32,0.89,1.34,1.93,0.43,0.27,0.6,0.48,0.63,0.55,1.25,1.1,0.55,1.87,0.47,0.75,0.51,1.05,0.75,0.82,0.42,0.61,2.5,0.51,0.59,1.87,1.46,0.2,0.29
hsa-miR-1273h-5p,0.29,0.0,0.0,0.0,0.44,0.0,0.16,0.23,0.0,0.0,0.0,0.0,0.2,0.19,0.21,0.0,0.27,0.2,0.16,0.0,0.18,0.18,0.12,0.18,0.78,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.81,0.49,0.0,0.58
hsa-miR-1275,0.0,0.0,0.0,0.29,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.43,0.22,0.0,0.0,0.16,0.0,0.18,0.36,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.15
hsa-miR-1276,5.15,2.95,4.43,5.21,1.53,2.63,5.23,2.26,1.15,4.73,4.57,1.13,5.27,7.28,3.44,4.55,1.9,4.76,4.65,3.54,6.62,7.3,4.88,3.86,2.65,4.08,2.75,2.55,3.66,1.13,3.3,4.58,0.61,5.83,4.6,4.11,5.62,0.98,1.4,1.61
hsa-miR-1277-3p,1.29,0.42,0.38,0.87,0.22,0.19,0.82,0.9,0.46,0.63,0.86,0.48,0.2,0.96,1.5,0.0,0.54,0.4,1.44,0.52,0.74,0.36,0.61,0.0,0.16,0.94,0.25,0.0,0.0,0.0,0.41,0.42,0.91,1.67,1.02,0.59,0.0,0.49,0.2,0.0
hsa-miR-1278,0.14,0.0,0.0,0.0,0.22,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.27,0.0,0.0,0.21,0.37,0.0,0.0,0.18,0.31,0.16,0.0,0.0,0.0,0.19,0.41,0.21,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-128-1-5p,0.14,1.05,1.15,0.87,0.44,0.56,1.31,0.0,0.92,0.95,0.0,0.48,1.19,1.53,0.21,0.0,1.08,0.6,1.44,0.1,0.92,0.71,0.12,1.29,1.09,0.31,0.5,1.02,0.52,0.0,1.24,0.62,0.3,1.67,1.19,1.76,0.94,0.0,0.0,1.02
hsa-miR-128-3p,115.14,101.03,111.42,144.32,89.21,88.42,154.49,65.18,61.4,101.87,107.21,67.18,135.2,141.6,133.19,104.25,67.46,102.8,171.87,143.66,127.53,136.64,59.02,146.8,121.63,110.85,113.44,77.57,88.4,38.39,142.58,135.19,82.39,98.33,101.81,124.5,130.26,113.76,60.67,64.14
hsa-miR-1283,1.0,17.3,4.23,13.59,6.58,4.13,3.27,12.4,1.6,6.94,9.43,0.64,24.45,2.87,5.59,8.02,2.44,0.4,0.96,3.75,5.89,11.58,2.68,32.89,4.21,11.45,24.24,2.04,4.18,0.19,48.42,35.62,3.03,17.5,2.55,4.7,9.37,9.77,2.0,7.6
hsa-miR-1284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.24,0.18,0.16,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1285-3p,12.73,13.5,9.04,17.21,5.04,11.08,13.9,6.54,5.5,5.99,6.58,5.79,14.51,18.39,21.7,8.89,10.02,11.71,20.06,13.97,16.01,15.14,11.1,21.5,15.91,18.19,19.74,14.8,5.75,4.7,35.64,17.08,9.69,9.17,16.17,7.63,24.36,10.74,4.59,10.66
hsa-miR-1285-5p,1.29,0.84,0.96,1.45,1.53,0.75,0.65,1.13,0.23,1.58,1.14,0.48,0.7,1.72,0.64,0.43,1.9,0.6,1.44,0.63,1.1,1.07,0.0,1.29,0.94,0.94,0.25,0.51,0.52,0.56,0.62,0.21,0.91,0.83,0.85,1.17,0.0,1.46,0.0,0.0
hsa-miR-1286,0.0,0.0,0.19,0.29,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.21,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1287-3p,0.0,0.0,0.0,0.0,0.0,0.19,0.16,0.0,0.0,0.0,0.29,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.64,0.0,0.0,0.18,0.12,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94,0.0,0.0,0.0
hsa-miR-1287-5p,6.29,11.18,9.43,12.87,5.92,6.95,15.86,5.86,4.35,7.25,6.86,7.39,9.74,7.86,10.1,6.29,5.15,7.14,13.48,9.07,8.1,6.41,9.63,9.55,13.57,16.93,11.49,13.27,4.71,3.39,18.54,7.92,6.06,20.83,10.22,17.62,11.25,9.77,4.19,5.55
hsa-miR-1289,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0
hsa-miR-129-1-3p,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.12,0.37,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.17,0.0,0.0,0.49,0.0,0.0
hsa-miR-129-5p,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.87,0.0,0.0,0.0,0.1,0.0,0.18,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.19,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.15
hsa-miR-1291,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.16,0.1,0.19,0.86,0.0,0.0,0.0,0.0,0.21,0.0,0.18,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1292-3p,0.43,0.42,0.58,0.43,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.2,0.38,0.0,0.0,0.0,0.0,0.16,0.21,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.49,0.0,0.0
hsa-miR-1292-5p,0.0,0.0,0.0,0.0,0.0,0.38,0.16,0.68,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.2,0.0,0.31,0.0,0.0,0.0,0.18,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0
hsa-miR-1293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1294,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.16,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.94,0.0,0.0,0.0
hsa-miR-1295a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1296-3p,1.0,0.0,1.35,0.14,0.44,0.38,0.98,0.45,0.46,0.63,0.57,0.8,0.8,1.34,0.86,0.22,0.54,0.0,0.8,0.83,0.0,0.18,0.24,0.18,0.47,0.78,1.0,0.51,0.52,0.19,1.24,0.62,0.61,1.67,0.85,0.59,0.94,0.49,0.8,1.17
hsa-miR-1296-5p,6.44,3.37,2.69,5.5,1.53,3.19,6.7,2.26,3.21,2.52,3.14,1.77,3.38,5.17,3.87,1.73,3.52,3.37,4.81,7.82,2.58,5.34,2.32,4.23,5.77,5.64,5.0,5.1,3.66,1.32,10.51,8.12,6.06,8.33,5.45,1.76,6.56,7.32,1.6,3.07
hsa-miR-1297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1298-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1299,0.72,0.42,6.35,0.29,1.75,0.19,4.58,0.23,0.23,5.99,0.29,0.32,9.74,6.32,21.05,14.95,1.9,4.37,6.26,0.73,3.31,5.34,5.85,5.33,1.09,0.78,3.5,14.8,2.62,0.0,1.65,5.42,0.0,0.83,5.28,14.09,9.37,0.0,1.4,1.75
hsa-miR-1301-3p,5.15,4.22,4.62,4.34,3.29,4.13,8.34,0.45,3.21,7.57,4.29,4.66,5.17,5.56,5.37,3.9,3.52,5.95,7.86,7.92,5.89,7.13,3.66,6.98,2.65,4.55,5.75,5.61,3.66,1.88,2.47,1.67,2.42,9.17,4.43,3.52,4.69,2.93,1.2,3.94
hsa-miR-1301-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1303,8.72,5.48,6.16,7.66,7.67,5.63,10.3,1.8,2.98,5.05,4.29,2.89,13.92,9.2,9.45,5.2,2.71,11.51,10.27,6.05,9.57,15.32,6.83,14.51,9.98,5.17,8.0,4.08,15.69,2.45,13.8,7.29,8.48,15.83,4.26,6.46,2.81,6.35,4.39,5.55
hsa-miR-1304-3p,0.0,0.0,0.0,3.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1304-5p,0.14,0.42,0.19,0.14,0.22,0.19,0.33,0.0,0.0,0.0,0.0,0.16,0.4,0.57,0.21,0.0,0.0,0.0,0.32,0.21,0.0,0.53,0.0,0.18,0.16,0.0,0.25,0.0,1.05,0.19,0.21,0.0,0.0,0.0,0.0,0.0,0.94,0.49,0.0,0.15
